,MCF7_P1,MCF7_P2,MCF7_P3,MCF7_FasR1,MCF7_FasR2,MCF7_FasR3
AC004901.1,0,0,0,0,0,0
AC004906.3,0,0,0,0,0,0
AC004911.2,0,0,0,0,0,0
AC004915.1,0,0,0,0,0,0
AC004920.2,0,0,0,0,0,0
AC004920.3,0,0,0,0,0,0
AC004924.1,0,0,0,0,0,0
AC004938.5,0,0,0,0,0,0
AC004941.3,0,0,0,0.014355293,0,0
AC004941.5,0,0,0,0,0,0
AC004943.1,0,0,0,0,0,0
AC004945.1,0,0,0,0,0,0
AC004947.2,0.042644337,0,0,0.028569152,0.042644337,0
AC004951.5,0.097610797,0.084064265,0.084064265,0.321928095,0.097610797,0.263034406
AC004951.6,0.575312331,0.389566812,0.432959407,0.815575429,0.526068812,0.443606651
AC004953.1,0,0,0,0,0,0
AC004967.7,1.214124805,0.422233001,0.622930351,2.09423607,1.275007047,2.028569152
AC004969.1,0,0,0,0,0,0
AC004980.1,0,0,0,0,0,0
AC004980.10,0,0,0,0,0,0
AC004980.11,0,0,0,0,0,0
AC004980.7,2.087462841,1.042644337,1.372952098,2.13422094,1.622930351,2.066950244
AC004980.8,0,0,0,0,0,0
AC004980.9,0,0,0,0,0,0
AC004984.1,0,0,0,0,0,0
AC004985.12,0.189033824,0,0.084064265,0.056583528,0.056583528,0
AC004987.10,0,0,0,0,0,0
AC004987.9,0.310340121,0.555816155,0.464668267,0.695993813,0.622930351,0.650764559
AC004988.1,0,0,0,0,0,0
AC005000.1,0,0,0,0,0,0
AC005007.3,0,0,0,0,0,0
AC005008.2,0,0,0,0,0,0
AC005008.3,0,0,0,0,0,0
AC005009.1,0,0,0,0,0,0
AC005009.2,0,0,0,0,0,0
AC005013.5,0.214124805,0.111031312,0.201633861,0.056583528,0,0
AC005014.5,0.056583528,0,0,0.014355293,0.014355293,0
AC005017.2,0,0,0,0,0,0
AC005019.2,0,0,0,0,0,0
AC005019.3,0,0,0,0,0,0
AC005020.1,0,0,0,0,0,0
AC005027.3,0,0,0,0,0,0
AC005033.6,0,0,0,0,0,0
AC005034.2,0,0,0,0,0,0
AC005037.1,0.042644337,0,0,0,0,0
AC005037.2,0,0,0,0,0,0
AC005037.3,0.782408565,0.137503524,0.454175893,0.40053793,0.150559677,0.839959587
AC005037.4,0,0,0,0,0,0
AC005037.6,0,0,0,0,0,0
AC005040.3,0,0,0,0,0,0
AC005041.11,0,0,0,0,0,0
AC005042.2,0.150559677,0.275007047,0.070389328,0.23878686,0.422233001,0.298658316
AC005042.3,0,0,0,0,0,0
AC005042.4,0.070389328,0.201633861,0.250961574,0,0,0.014355293
AC005042.5,0,0,0,0,0,0
AC005048.1,0,0,0,0,0,0
AC005052.1,0,0,0,0,0,0
AC005062.2,0.298658316,0.111031312,0.454175893,0,0,0.137503524
AC005071.1,0,0,0,0,0,0
AC005071.2,0,0,0,0,0,0
AC005076.5,1.339137385,1.286881148,1.570462931,2.344828497,1.673556424,2.166715445
AC005077.12,0.50589093,0.321928095,0.545968369,0.275007047,0.454175893,0.22650853
AC005077.14,0.40053793,0.695993813,0.748461233,1.056583528,0.584962501,1.150559677
AC005077.5,0,0,0,0,0,0
AC005077.7,0,0,0,0,0,0
AC005077.8,0,0,0,0,0,0
AC005077.9,0,0,0,0,0,0
AC005082.12,0,0,0,0.014355293,0,0
AC005083.1,1.454175893,1.803227036,1.815575429,1.761285273,1.59454855,1.819668183
AC005086.1,0,0,0,0,0,0
AC005086.2,0,0,0,0,0,0.464668267
AC005086.3,0,0,0,0,0,0
AC005088.1,0,0,0,0,0,0
AC005094.2,0,0,0,0,0,0
AC005102.1,0,0,0,0,0,0
AC005104.3,0,0,0,0,0,0
AC005105.2,0,0,0,0,0,0
AC005150.1,0,0,0,0,0,0
AC005150.2,0,0,0,0,0,0
AC005150.3,0,0,0,0,0,0
AC005152.3,0,0,0,0,0,0
AC005154.6,3.766595162,3.718087584,3.593353771,4.29351763,3.776103988,3.846994687
AC005154.7,0.056583528,0.042644337,0.042644337,0.163498732,0.23878686,0.070389328
AC005154.8,0.214124805,0,0.35614381,0.432959407,0.22650853,0.422233001
AC005158.1,0,0,0,0,0,0
AC005159.1,0,0,0,0,0,0
AC005160.3,0,0,0,0,0,0
AC005161.1,0,0,0,0,0,0
AC005162.4,0,0,0,0,0,0
AC005162.5,0,0,0,0,0,0
AC005176.1,0,0,0,0,0,0
AC005176.2,0,0,0,0,0,0
AC005176.3,0,0,0,0,0,0
AC005178.1,0,0,0,0,0,0
AC005187.1,0,0,0,0,0,0
AC005189.6,0,0,0,0,0,0
AC005195.1,0,0,0,0,0,0
AC005197.2,0,0,0,0.150559677,0,0
AC005204.1,0,0,0,0,0,0
AC005220.3,0.189033824,0.124328135,0.056583528,0.042644337,0.137503524,0
AC005224.2,0.773996325,0.495695163,0.344828497,0.790772038,0.82374936,0.526068812
AC005227.1,0,0,0,0,0,0
AC005229.1,0,0,0,0,0,0
AC005229.5,0,0,0,0,0,0
AC005229.7,0,0,0,0,0,0
AC005235.1,0,0,0,0,0,0
AC005237.2,0,0,0,0,0,0
AC005237.4,0.22650853,0,0,0,0,0
AC005253.2,0.028569152,0,0,0.014355293,0.028569152,0
AC005253.4,0,0,0,0,0,0
AC005255.3,4.581351247,4.419538892,4.719731057,3.927896454,3.488000771,3.737686761
AC005255.5,0,0,0,0,0,0
AC005255.6,0,0,0,0,0,0
AC005256.1,1.056583528,1.891419187,1.735522177,0,0,0.137503524
AC005262.2,0,0,0,0.084064265,0,0
AC005262.3,0,0,0,0,0,0
AC005262.4,0,0,0,0,0,0
AC005264.2,0,0,0,0,0,0
AC005276.1,0,0,0,0,0,0
AC005281.1,0,0,0,0.028569152,0,0
AC005281.2,0,0,0,0.495695163,0.070389328,0.214124805
AC005284.1,0,0,0,0,0,0
AC005288.1,0,0,0,0,0,0
AC005300.5,0,0,0,0,0.23878686,0
AC005301.8,0,0,0,0,0,0
AC005304.1,0,0,0,0,0,0
AC005306.3,1.731183242,1.516015147,1.077242999,2.464668267,2.283921772,2.3950628
AC005307.1,0,0,0,0.150559677,0.070389328,0
AC005307.3,0,0,0,0.124328135,0.028569152,0.056583528
AC005324.6,0,0,0,0.201633861,0,0
AC005324.7,0,0,0,0,0,0
AC005329.7,1.269033146,0.948600847,0.831877241,2.321928095,1.989139007,1.748461233
AC005330.2,0,0,0,0,0,0
AC005336.4,1,0.632268215,0.454175893,1.14404637,0.333423734,0.604071324
AC005336.5,0.056583528,0,0,0.070389328,0,0
AC005339.2,0,0,0,0.111031312,0,0.150559677
AC005351.1,0,0,0,0,0,0
AC005355.1,0,0,0,0,0,0
AC005355.2,0.831877241,0.669026766,0.443606651,0.678071905,0.333423734,0.669026766
AC005355.3,0.963474124,0.378511623,0.137503524,1.084064265,0.150559677,0.111031312
AC005356.1,0.250961574,0,0.22650853,0,0,0
AC005357.1,0,0,0,0,0,0
AC005358.3,0,0,0,0,0,0
AC005363.11,0.495695163,1.097610797,0.443606651,0.925999419,1.250961574,0.90303827
AC005363.9,0,0,0,1.014355293,0,0
AC005375.1,0,0,0,0,0,0
AC005382.1,0,0,0,0,0,0
AC005387.2,0,0,0,0,0,0
AC005387.3,0,0,0,0,0,0
AC005391.2,0,0,0,0,0,0
AC005392.13,0,0,0,0,0,0
AC005394.1,0,0,0,0,0,0
AC005412.1,0,0,0,0,0,0
AC005477.1,0.070389328,0.097610797,0,0,0.097610797,0.042644337
AC005480.1,0,0,0,0.111031312,0,0
AC005481.5,0,0,0,0,0,0
AC005487.2,0,0,0,0,0,0
AC005488.11,0,0,0,0.042644337,0,0
AC005498.3,0,0,0,0,0,0
AC005498.4,0,0,0,0,0,0
AC005510.3,0,0,0,0,0,0
AC005513.1,0,0,0,0,0,0
AC005514.2,0.695993813,0,0,0,0,0
AC005517.3,0,0,0,0,0,0.097610797
AC005518.2,0,0,0,0,0,0
AC005519.4,1.195347598,0.941106311,1.042644337,1.189033824,0.98550043,0.895302621
AC005522.6,0,0,0,0,0,0
AC005522.7,0,0,0,0,0,0
AC005523.2,0.056583528,0.028569152,0.056583528,0.014355293,0,0
AC005523.3,0.176322773,0.464668267,0.310340121,0.201633861,0.189033824,0.137503524
AC005532.5,0,0,0,0.275007047,0.298658316,0.137503524
AC005534.6,0,0,0,0,0,0
AC005534.8,0,0,0,0.298658316,0.250961574,0.111031312
AC005537.2,0.555816155,0.704871964,0.286881148,0.042644337,0.150559677,0.056583528
AC005538.1,0,0,0,0,0,0
AC005538.3,1.333423734,2.392317423,1.851998837,2.176322773,1.286881148,1.989139007
AC005538.5,0,0,0,0,0,0
AC005539.2,0,0,0,0,0,0
AC005540.3,0.286881148,0,0,0.042644337,0,0.084064265
AC005546.2,0.5360529,0.516015147,0.495695163,0.933572638,0,0.275007047
AC005549.1,0,0,0,0,0,0
AC005549.2,0,0,0,0,0,0
AC005550.3,0,0,0,0,0,0
AC005550.5,0,0,0,0,0,0
AC005559.3,0,0,0,0,0,0.042644337
AC005562.1,1.875780063,2.263034406,1.86393845,3.030336078,2.508428653,2.893362211
AC005578.3,0.263034406,0.250961574,0.23878686,0.310340121,0.163498732,0.263034406
AC005588.2,0,0,0,0,0,0
AC005592.1,0.042644337,0.070389328,0.084064265,0.070389328,0.286881148,0.028569152
AC005592.2,0,0.124328135,0.124328135,0.124328135,0,0.163498732
AC005592.3,0,0,0,0,0.028569152,0.028569152
AC005593.2,0,0.124328135,0.124328135,0.214124805,0.137503524,0.422233001
AC005597.1,0,0,0,0,0,0
AC005606.14,0.659924558,0.422233001,0.310340121,0.918386234,0.35614381,0.575312331
AC005606.15,0,0,0,0,0,0
AC005609.16,0.189033824,0.286881148,0.250961574,0.150559677,0,0
AC005609.17,0.201633861,0.124328135,0.097610797,0.056583528,0,0.084064265
AC005609.18,0.98550043,1.10433666,1.03562391,0.757023247,0.687060688,0.485426827
AC005609.19,0,0,0.097610797,0,0,0
AC005609.2,0,0,0,0,0,0
AC005609.20,0.163498732,0.650764559,0.150559677,0.485426827,0.176322773,0.22650853
AC005614.3,0.028569152,0,0,0.028569152,0.028569152,0.014355293
AC005614.5,0,0,0,0,0,0
AC005616.1,0,0,0,0,0,0
AC005616.2,0,0,0,0,0,0
AC005618.6,1.09085343,1.084064265,0.782408565,0.956056652,0.454175893,0.40053793
AC005618.8,0.333423734,0,0,0,0,0.084064265
AC005618.9,0,0,0,0,0,0
AC005621.1,0,0,0,0,0,0
AC005624.2,0.731183242,0.214124805,0.799087306,0.443606651,0,0.163498732
AC005625.1,0.150559677,0,0,0,0.163498732,0
AC005626.3,0,0,0,0,0,0
AC005631.1,0,0,0,0,0,0
AC005668.1,0,0,0,0,0,0
AC005682.5,2.464668267,1.427606173,1.23878686,3.277984747,2.655351829,2.510961919
AC005682.6,0,0,0,0,0,0
AC005682.7,0,0,0,0,0.150559677,0
AC005686.1,0,0,0,0,0,0
AC005701.1,0,0,0,0,0,0
AC005702.1,0,0,0,0,0,0
AC005702.2,0,0,0,0,0,0
AC005702.3,0,0,0,0,0,0
AC005702.4,0,0,0,0,0,0
AC005703.2,0,0,0,0,0,0
AC005703.3,0,0,0,0,0,0
AC005722.4,0,0,0,0,0,0
AC005725.1,0,0,0,0,0,0
AC005730.2,0,0,0,0,0,0
AC005740.3,0,0,0,0,0,0
AC005740.4,0,0,0,0,0,0
AC005740.5,0,0,0,0,0,0
AC005740.6,0.22650853,0.214124805,0.111031312,0.22650853,0.443606651,0.275007047
AC005741.2,0,0,0,0,0,0
AC005752.10,0,0,0,0.028569152,0,0
AC005753.1,0,0,0.097610797,0.773996325,0.704871964,0.344828497
AC005754.7,0.879705766,0.669026766,0.565597176,0.526068812,0.5360529,0.367371066
AC005754.8,0.575312331,0.454175893,0.555816155,0.411426246,0.176322773,0.411426246
AC005757.6,0,0,0,0,0,0
AC005757.7,0.014355293,0.097610797,0.070389328,0,0,0.111031312
AC005758.1,0,0,0,0,0,0
AC005772.2,0,0,0,0,0,0
AC005775.2,0.137503524,0.137503524,0.189033824,0.189033824,0,0.097610797
AC005776.1,0,0.584962501,0,0,0.367371066,0
AC005777.3,0,0,0,0,0,0
AC005779.2,0.22650853,0,0,0.201633861,0.250961574,0.176322773
AC005780.1,0,0,0,0,0,0
AC005783.1,0,0,0,0,0,0
AC005785.2,0.111031312,0.028569152,0.056583528,0.070389328,0.028569152,0.070389328
AC005785.5,0.367371066,0,0.333423734,0.35614381,0.389566812,0.495695163
AC005786.3,0,0,2.140778656,0,0,0
AC005786.5,0,0,0,0,0,0
AC005786.6,0,0.084064265,0,0.056583528,0.189033824,0
AC005786.7,0.739848103,0.650764559,0.298658316,2.310340121,1.739848103,1.3950628
AC005789.11,0.411426246,0.5360529,0.35614381,1.339137385,0.855989697,1.244887059
AC005789.9,0,0,0,0.189033824,0,0
AC005794.1,0,0,0,0,0,0
AC005795.1,0.432959407,0.695993813,0.622930351,0.042644337,0.084064265,0.056583528
AC005796.2,0,0.163498732,0.150559677,0.097610797,0,0
AC005808.3,0,0.201633861,0,0.432959407,0.22650853,0
AC005822.1,0.111031312,0.070389328,0.056583528,0.097610797,0,0.084064265
AC005828.1,0,0,0,0,0,0
AC005838.2,0,0.731183242,0,0,0,0
AC005863.1,0,0,0,0,0,0
AC005863.2,0,0,0,0,0,0
AC005884.1,0.163498732,0.516015147,0.773996325,0.495695163,0.163498732,0.495695163
AC005901.1,0,0,0,0,0,0
AC005915.1,0,0.028569152,0,0,0,0.042644337
AC005926.1,0,0,0,0,0,0
AC005932.1,0,0.163498732,0.163498732,0.163498732,0.056583528,0.124328135
AC005943.6,0,0,0,0,0,0
AC005944.2,0.111031312,0,0,0.070389328,0.344828497,0.23878686
AC005954.3,0,0,0,0.150559677,0.275007047,0
AC005954.4,0,0,0,0.070389328,0,0
AC006000.5,0,0,0,0,0,0
AC006003.3,0,0,0,0,0,0
AC006004.1,0,0,0,0,0,0
AC006007.1,0,0,0,0,0,0
AC006011.4,2.077242999,3.025028794,3.967168608,3.679198571,5.120186028,4.56315813
AC006014.7,0.250961574,1.070389328,0,0.5360529,0,0.641546029
AC006014.8,0,0,0,0.042644337,0,0.042644337
AC006019.3,0,0,0,0,0,0
AC006019.4,0,0,0,0,0,0
AC006022.4,0,0,0,0,0,0
AC006024.4,0,0.028569152,0,0,0,0
AC006026.1,0,0,0,0,0,0
AC006026.10,0.084064265,0.163498732,0.042644337,0.070389328,0,0
AC006026.12,0,0,0,0,0,0
AC006026.13,0,0,0,0,0,0
AC006026.9,0,0.028569152,0,0.014355293,0,0
AC006028.11,0.367371066,0,0,0,0.201633861,0
AC006033.22,0.831877241,0.163498732,0.298658316,1.244887059,0.50589093,0.722466024
AC006037.2,0,0,0,0,0,0
AC006041.1,0,0,0,0,0,0
AC006042.6,0,0,0,0,0,0
AC006042.7,0,0.111031312,0,0.124328135,0,0.084064265
AC006042.8,0.042644337,0.137503524,0.070389328,0.250961574,0.150559677,0
AC006050.2,0,0,0,0,0,0
AC006070.12,0,0,0,0,0,0
AC006076.1,0,0,0,0,0,0
AC006077.3,2.301587647,1.871843649,1.97819563,2.244887059,1.948600847,2.049630768
AC006077.4,0,0,0,0,0,0
AC006115.1,0,0,0,0,0,0
AC006115.3,0,0,0,0,0,0
AC006115.6,0,0,0,0,0,0
AC006116.1,0,0,0,0,0,0
AC006116.12,0,0,0,0,0,0
AC006116.13,0,0,0,0,0,0
AC006116.14,0,0,0,0,0,0
AC006116.15,0,0,0,0,0,0
AC006116.17,0.367371066,0.310340121,0.286881148,0.189033824,0.042644337,0.124328135
AC006116.19,0,0,0,0,0,0.084064265
AC006116.20,0,0,0,0,0,0
AC006116.21,0,0,0,0,0,0
AC006116.22,0,0,0,0,0,0
AC006116.24,0,0,0,0,0,0
AC006116.27,0,0,0,0,0,0
AC006126.3,0.344828497,0,0.111031312,0.321928095,0.367371066,0
AC006126.4,0,0,0,0,0,0
AC006128.2,0.23878686,0.097610797,0.028569152,0.014355293,0.028569152,0.070389328
AC006129.1,0,0,0,0,0,0
AC006129.2,0,0,0,0,0,0
AC006129.3,0,0,0,0,0,0
AC006130.1,0,0,0,0,0,0
AC006130.3,0,0,0,0,0,0
AC006130.4,0,0,0,0,0,0
AC006133.3,0,0,0,0,0,0
AC006133.7,0,0,0,0,0,0
AC006145.1,0,0,0,0,0,0
AC006150.1,0,0,0,0,0,0
AC006150.2,0,0,0,0,0,0
AC006153.3,0,0,0,0,0,0
AC006156.2,0,0,0,0,0,0
AC006157.1,0,0,0,0,0,0
AC006157.2,0,0,0,0,0,0
AC006159.4,0,0,0,0,0,0
AC006159.5,0,0,0,0,0,0
AC006160.5,0.084064265,0.084064265,0,0,0,0
AC006195.2,0,0.124328135,0.056583528,0.137503524,0,0
AC006196.1,0,0,0,0,0,0
AC006227.1,0,0,0,0,0,0
AC006262.10,0,0,0,0,0,0
AC006262.11,0,0,0,0,0,0
AC006262.4,0,0,0,0,0,0
AC006262.5,0,0,0,0.389566812,0.056583528,0.042644337
AC006272.1,0,0,0,0,0,0
AC006272.2,0,0,0,0,0,0
AC006273.4,0.137503524,0.298658316,0.23878686,0,0,0
AC006273.5,0.613531653,0.839959587,0.782408565,0.084064265,0.070389328,0.097610797
AC006277.2,0.150559677,0.150559677,0.070389328,0.389566812,0.298658316,0.35614381
AC006277.3,0,0.028569152,0,0,0,0.028569152
AC006288.1,0,0,0,0,0,0
AC006296.1,0,0,0,0,0,0
AC006296.2,0,0,0,0,0,0
AC006322.1,0,0,0,0,0,0
AC006326.3,0,0,0,0,0,0
AC006326.5,0,0,0,0,0,0
AC006328.1,0,0,0,0,0,0
AC006328.2,0,0,0,0,0,0
AC006328.3,0,0,0,0,0,0
AC006328.4,0,0,0,0,0,0
AC006328.9,0,0,0,0,0,0
AC006335.10,0,0,0,0,0,0
AC006335.11,0,0,0,0,0,0
AC006335.2,0,0,0,0,0,0
AC006335.6,0,0,0,0,0,0
AC006355.3,0,0,0,0,0,0
AC006366.3,0,0,0,0,0,0
AC006369.2,0,0,0,0,0,0
AC006369.3,0,0,0,0,0,0
AC006371.1,0,0,0,0,0,0
AC006372.4,0,0.014355293,0,0,0,0
AC006372.5,0,0.124328135,0.310340121,0,0,0
AC006372.6,0,0,0,0,0,0
AC006373.1,0,0,0,0,0,0
AC006377.1,0,0,0,0,0,0
AC006378.2,0,0,0,0,0,0
AC006380.1,0,0,0,0,0,0
AC006380.3,0,0,0,0,0,0
AC006382.1,0,0,0,0,0,0
AC006386.1,0,0,0,0.056583528,0.111031312,0
AC006390.4,0,0,0,0,0,0
AC006427.2,0,0,0,0,0,0
AC006432.1,0,0,0,0,0,0
AC006445.6,0,0,0,0,0,0
AC006445.7,0,0,0,0,0,0
AC006449.2,0,0.214124805,0.201633861,0.250961574,0,0.163498732
AC006452.1,0,0,0,0,0,0
AC006458.3,0,0,0,0,0,0
AC006460.2,0,0,0,0.042644337,0,0
AC006461.1,0,0,0,0,0,0
AC006461.2,0,0,0,0,0,0
AC006466.5,0,0,0,0,0,0
AC006478.1,0,0,0,0,0,0
AC006480.1,0,0,0,0,0,0
AC006482.1,0,0,0,0,0,0
AC006483.1,0,0,0,0,0,0
AC006483.5,0,0,0,0,0,0
AC006486.10,0.111031312,0.084064265,0.163498732,0.163498732,0.298658316,0.367371066
AC006486.9,0,0,0,0.443606651,0,0
AC006487.1,0,0,0,0,0,0
AC006499.1,0,0,0,0,0,0
AC006499.2,0,0,0,0,0,0
AC006499.3,0,0,0,0,0,0
AC006499.4,0,0,0,0,0,0
AC006499.5,0,0,0,0,0,0
AC006499.6,0,0,0,0,0,0
AC006499.7,0,0,0,0,0,0
AC006499.9,0,0,0,0,0,0
AC006509.4,0,0,0,0,0,0
AC006509.7,0,0,0,0,0,0
AC006534.1,0,0,0,0,0,0
AC006534.2,0,0,0,0,0,0
AC006534.3,0,0,0,0,0,0
AC006538.1,1.298658316,1.007195501,0.98550043,1.807354922,1.244887059,1.250961574
AC006538.4,2.289834465,0,0.895302621,0,0,0
AC006538.8,0,0,0,0,0,0
AC006539.1,0,0,0,0,0,0
AC006539.2,0,0,0,0,0,0
AC006539.3,0,0,0,0,0,0
AC006539.6,0,0,0,0,0,0
AC006547.13,0,0,0,0,0,0
AC006547.14,0,0,0,0,0,0
AC006547.15,0,0,0,0,0,0
AC006547.8,0.250961574,0.23878686,0.124328135,0.454175893,0.263034406,0.176322773
AC006548.19,0,0,0,0,0,0
AC006548.26,0,0,0,0,0,0
AC006548.28,0,0,0,0,0,0
AC006552.1,0,0,0,0,0,0
AC006557.1,0,0,0,0,0,0
AC006840.1,0,0,0,0,0,0
AC006925.1,0,0,0,0,0,0
AC006926.1,0,0,0,0,0,0
AC006942.4,0.124328135,0.124328135,0.124328135,0,0.495695163,0.189033824
AC006946.12,0,0,0,0.150559677,0,0
AC006946.15,0,0,0,0,0,0
AC006946.16,0,0,0,0,0,0
AC006946.17,0,0,0,0,0,0
AC006947.1,0.150559677,0,0,0,0,0
AC006960.5,0,0,0,0,0,0
AC006960.7,0,0,0,0,0,0
AC006987.4,0,0,0,0,0,0
AC006987.5,0,0,0,0,0,0
AC006987.6,0,0,0,0,0,0
AC006987.7,0,0,0,0,0,0
AC006988.1,0,0,0,0,0,0
AC006989.2,0,0,0,0,0,0
AC006994.1,0,0,0,0,0.070389328,0
AC006994.2,0.137503524,0,0,0.084064265,0,0
AC006994.3,0,0,0,0,0,0
AC006994.4,0,0.084064265,0.042644337,0,0,0
AC006995.8,0.028569152,0.028569152,0.042644337,0,0.070389328,0
AC007000.10,0,0,0,0,0.286881148,0
AC007000.11,0,0,0,2.835924074,0,0
AC007000.12,0,0.097610797,0.23878686,0.35614381,0,0.286881148
AC007003.1,0,0,0,0,0,0
AC007005.1,0,0,0,0,0,0
AC007006.1,0,0,0,0,0,0
AC007009.1,2.746312766,2.292781749,2.592158002,2.98550043,3.363171077,3.649615459
AC007009.2,0,0,0,0,0,0
AC007016.3,0,0,0,0,0,0
AC007036.4,0,0,0,0,0,0
AC007036.5,1.09085343,1.280956314,0.963474124,0.773996325,0.604071324,0.933572638
AC007036.6,0,0,0,0,0,0
AC007038.7,0.201633861,0.028569152,0.111031312,0.150559677,0.097610797,0.028569152
AC007040.1,0,0,0,0,0,0
AC007040.11,0.014355293,0,0,0.028569152,0.014355293,0
AC007040.2,0,0,0,0,0,0
AC007040.3,0,0,0,0,0,0
AC007040.6,0,0,0,0,0,0
AC007040.8,0,0,0,0,0,0
AC007041.2,0,0.042644337,0.176322773,0.22650853,0.056583528,0.070389328
AC007050.1,0,0,0,0,0,0
AC007050.17,0,0,0,0,0,0
AC007050.18,0,0,0,0,0,0
AC007056.1,0,0,0,0,0,0
AC007064.22,0,0,0,0,0,0
AC007064.24,0,0,0,0,0.40053793,0
AC007064.25,0,0,0,0,0,0
AC007078.4,0,0,0,0,0,0
AC007091.1,0,0,0,0,0,0
AC007096.1,0,0,0,0,0,0
AC007098.1,0,0,0,0,0,0
AC007099.1,0,0,0,0,0,0
AC007099.2,0,0,0,0,0,0
AC007103.1,0,0,0,0,0,0
AC007106.1,0.111031312,0,0.275007047,0,0,0
AC007115.3,0,0,0,0,0,0
AC007126.1,0,0,0,0,0,0
AC007128.1,1.713695815,1.182692298,1.056583528,2.084064265,1.555816155,1.495695163
AC007131.1,0,0,0,0,0,0
AC007131.2,0,0,0,0,0,0
AC007131.3,0,0,0,0,0,0
AC007136.1,0,0,0,0,0,0
AC007161.5,0,0,0,0,0,0
AC007163.1,0,0,0,0,0,0
AC007163.10,0,0,0,0,0,0
AC007163.11,0,0,0,0,0,0
AC007163.2,0,0,0,0,0,0
AC007163.3,0,0,0,0,0,0
AC007163.6,0.070389328,0,0.056583528,0,0,0
AC007163.8,0,0,0,0,0,0
AC007163.9,0,0,0,0,0,0
AC007179.1,0,0,0,0,0,0
AC007179.2,0,0,0,0,0,0
AC007182.6,0.042644337,0.028569152,0.028569152,0.042644337,0,0.014355293
AC007191.4,1.367371066,1.333423734,0.90303827,1.769771739,0.992768431,1.097610797
AC007192.6,0,0,0,0,0,0
AC007193.1,0,0,0,0,0,0
AC007193.10,0,0,0,0,0,0
AC007193.6,0,0,0,0,0,0
AC007193.8,0,0,0,0,0,0
AC007193.9,0,0,0,0,0,0
AC007204.2,0.5360529,0.150559677,0,0.124328135,0,0
AC007204.3,0,0,0,0,0,0
AC007216.1,0,0,0,0,0,0
AC007228.11,0,0,0,0,0,0
AC007228.5,0,0,0,0,0,0
AC007228.8,0,0,0,0,0,1.584962501
AC007228.9,0.687060688,1.03562391,0.847996907,0.748461233,1.40599236,1.014355293
AC007229.3,0,0.176322773,0.695993813,0.378511623,0.201633861,0.367371066
AC007237.2,0,0,0,0,0,0
AC007238.1,0.22650853,0.411426246,0.163498732,0.111031312,0.150559677,0.084064265
AC007241.1,0,0,0,0,0,0
AC007242.1,0,0,0,0,0,0
AC007246.3,2.295723025,2.523561956,2.550900665,2.589763487,2.472487771,2.857980995
AC007248.6,0,0,0,0,0,0
AC007248.7,0,0,0,0,0,0
AC007249.3,0,0,0,0,0.150559677,0.097610797
AC007250.4,0,0,0,0,0,0
AC007251.2,0,0,0,0,0,0
AC007253.1,0,0,0,0,0,0
AC007255.8,1.89917563,1.570462931,1.565597176,0,0.070389328,0
AC007256.5,0.056583528,0.042644337,0.028569152,0.23878686,0,0.070389328
AC007271.3,0,0,0,0,0,0
AC007272.3,0.124328135,0,0,0.070389328,0.124328135,0.084064265
AC007274.2,0,0,0,0,0,0
AC007274.5,0,0,0,0,0,0
AC007277.3,0,0,0,0,0,0.014355293
AC007278.2,0,0,0,0,0,0
AC007278.3,0,0,0,0,0,0
AC007279.2,0,0,0,0,0,0
AC007282.6,0,0,0,0,0,0
AC007283.4,0,0,0,0,0,0
AC007283.5,0.956056652,0.948600847,0.565597176,0.176322773,1.070389328,1.063502942
AC007285.1,0,0,0,0,0,0
AC007285.6,0.799087306,0.286881148,0.545968369,0.163498732,0,0
AC007285.7,0,0,0,0,0,0
AC007292.3,0.163498732,0.084064265,0.056583528,0.35614381,0.084064265,0.137503524
AC007292.4,0.23878686,0,0,0.575312331,0,0
AC007292.6,3.109360559,2.608809243,2.435628594,2.528571319,1.981852653,2.195347598
AC007292.7,0.367371066,0.344828497,1.021479727,0,0,0.263034406
AC007308.6,0,0,0,0,0,0
AC007308.7,0,0,0,0,0,0
AC007312.3,0,0,0,0,0,0
AC007317.1,0,0,0,0,0,0
AC007318.5,1.40599236,1.599317794,0.910732662,1.232660757,1.014355293,1.448900951
AC007319.1,0,0,0,0.310340121,0,0
AC007322.1,0,0,0,0,0,0
AC007322.3,0,0,0,0,0,0
AC007322.5,0,0,0,0,0,0
AC007322.7,0,0,0,0,0,0
AC007326.1,1.851998837,0.918386234,0,1.50589093,0.622930351,1.014355293
AC007326.10,0,0,0,0,0,0
AC007326.9,0,0,0,0,0,0
AC007327.5,0,0,0,0,0,0
AC007327.6,0,0,0,0,0,0
AC007333.1,0,0,0,0,0,0
AC007339.1,0,0,0,0,0,0
AC007339.2,0,0,0,0,0,0
AC007347.1,0,0,0,0,0,0
AC007349.4,0,0,0,0,0,0
AC007349.5,0,0,0,0,0,0
AC007349.7,0,0,0,0,0,0
AC007358.1,0,0,0,0,0,0
AC007359.6,0,0,0,0,0,0
AC007362.3,0,0,0,0,0,0
AC007364.1,0,0,0,0,0,0
AC007365.1,0,0,0,0.042644337,0,0.028569152
AC007365.2,0,0,0,0,0,0
AC007365.3,0.286881148,0.097610797,0.344828497,0.163498732,0.111031312,0.070389328
AC007365.4,0,0.150559677,0,0,0,0
AC007367.1,0,0,0,0,0,0
AC007375.1,0,0,0,0,0,0
AC007379.1,0,0,0,0,0,0
AC007381.1,0,0,0,0,0,0
